input_text,target_text,direction,source,confidence_score,input_length,target_length,word_count_input,word_count_target
Lettuce,[Liz Truss] had [seven days] in control. That is the [shelf-life] of a lettuce.,slang_to_standard,urban_dictionary_mega,0.0,7,79,1,14
thooterbopski,A woman that around with multiple men doing with them,slang_to_standard,urban_dictionary_mega,0.0,13,53,1,10
December 3,Text I love you and ask them to go out with you everyone that do it is #be bold,slang_to_standard,urban_dictionary_mega,0.0,10,79,2,19
demi fart,[Ew] that demi fart is [spreading] her [legs] all over town!,slang_to_standard,urban_dictionary_mega,0.0,9,60,2,11
Deeshita,"She will be one of the most sensitive person you'll ever meet, but she will always your side whenever you need her",slang_to_standard,urban_dictionary_mega,0.0,8,114,1,22
Stud Reaper,who f/w a,slang_to_standard,urban_dictionary_mega,0.0,11,9,2,3
Bud Light,"The beer used to of good, but now it has become a beer where, if you , will magically appear around you",slang_to_standard,urban_dictionary_mega,0.0,9,103,2,22
Bud Light,"Bro 1: *Drinks Coors Light beer
Bro 2: *Drinks [Modelo] beer
Bro 3: *Starts Drinking Bud Light
Bro 1 and 2: Noooo! Don't drink that!
Bro 3: *Finishing Bud Light.

Why not?

Bro 1 and 2: Because of (censor playing Transformers theme. Transformers [robots in disguise]!)dress.

Bro 3: [I feel funny]. *Dress appears.

(Transformsers theme plays in the background). *Becomes Trans-(formers)
Trans-(former) 3: Noooooo!",slang_to_standard,urban_dictionary_mega,0.0,9,419,2,64
the kevin,"Euphemism for the """,slang_to_standard,urban_dictionary_mega,0.0,9,19,2,4
the kevin,"Yo, [screw it], [ima] [go on] the kevin this weekend!",slang_to_standard,urban_dictionary_mega,0.0,9,53,2,10
arrowphobia,"An irrational and unfounded fear of , stemming from an inability to read arrows while Cart",slang_to_standard,urban_dictionary_mega,0.0,11,90,1,16
Lavine,A with elegance and flawless beauty,slang_to_standard,urban_dictionary_mega,0.0,6,35,1,6
Baff-Shit,"Baff-Shit- , , just in general (everything you don't want in a place)",slang_to_standard,urban_dictionary_mega,0.0,9,69,1,13
Baff-Shit,"[Fam] this city is full of Baff-Shit, [I ain't] [coming back] here!",slang_to_standard,urban_dictionary_mega,0.0,9,67,1,12
Berfin,"She's the prettiest, coolest, kindest girl you will ever meet",slang_to_standard,urban_dictionary_mega,0.0,6,61,1,10
Berfin,"[Oh wow]... this person is a Berfin!

I need a Berfin [in my Life].
What a Berfinlicious [butt]!",slang_to_standard,urban_dictionary_mega,0.0,6,97,1,18
BNK,"abbreviation for ""Big Noon Kickoff""",slang_to_standard,urban_dictionary_mega,0.0,3,35,1,5
BNK,"[Hey Chris], are you ready to watch BNK? I've got a [suitcase] of [Keystone Light].",slang_to_standard,urban_dictionary_mega,0.0,3,83,1,15
Reclected,"The when you remember something after saying "" of that""",slang_to_standard,urban_dictionary_mega,0.0,9,55,1,10
erkatie,"of """" and """"",slang_to_standard,urban_dictionary_mega,0.0,7,12,1,4
as gay as the day is long,Its a quote from Friend TV Show Episode 17,slang_to_standard,urban_dictionary_mega,0.0,25,42,7,9
as gay as the day is long,[Look at] him He is as gay as the day is long! [XD],slang_to_standard,urban_dictionary_mega,0.0,25,51,7,13
How old are you,You ask someone this when they ’t there,slang_to_standard,urban_dictionary_mega,0.0,15,39,4,8
trolling idiot,An idiot who manages to around and generally like a troll in whatever /fictional book you like,slang_to_standard,urban_dictionary_mega,0.0,14,94,2,17
Kira,is a very freaky loving an caring girl and will fight her like her boyfriend don't ever try a girl name unless you want to burn in hell kira is a sexy sucking girl that will change your life kira is a loyal girl friend that everyone needs to have as there bae so if you want a freaky cute girlfriend your looking for kira,slang_to_standard,urban_dictionary_mega,0.0,4,321,1,65
national bully mason day: the prelude,You people named because they date women,slang_to_standard,urban_dictionary_mega,0.0,37,40,6,7
Panda,"While a blowjob, both eyes until they get a grey-black",slang_to_standard,urban_dictionary_mega,0.0,5,54,1,10
Panda,I made [a Panda] with [my girlfriend] and we [ended] up discussing.,slang_to_standard,urban_dictionary_mega,0.0,5,67,1,12
FUSMC,"Fuck yoU, Suck My Cock Yet another acronym by Marines, this is only to be used when dealing with motivated, or ""moto"", who everyone else with their faggotry",slang_to_standard,urban_dictionary_mega,0.0,5,156,1,28
FUSMC,"Gunny: All right dicksucks, until we find that lost pair of NVGs, [libo] is secured for the rest of the weekend. I don't give a fuck if you, your wives/GFs or kids planned a weekend getaway. You'd best find my NVGs!

*finds them in his [seabag]*

Gunny: Ha ha! That was silly of me! Weekends, rah?

[LCpl]: FUSMC Gunny.",slang_to_standard,urban_dictionary_mega,0.0,5,319,1,59
Ally,is a horrible girl,slang_to_standard,urban_dictionary_mega,0.0,4,18,1,4
Ally,"Dude that girl is such an [ally]
[Stay] away from her she’s an ally
She’s hot, [yea] she’s an ally",slang_to_standard,urban_dictionary_mega,0.0,4,100,1,20
Freaks Are Creeps,A statement that is said when coming across or elaborating on a subject about a freak who isn't actually a real freak,slang_to_standard,urban_dictionary_mega,0.0,17,117,3,22
Freaks Are Creeps,"Dude: Help me! I'm horny!

Lady: You're always horny. Has there ever been a time when you're not???

Dude: No! Why?

Lady: Because, it isn't mentally healthy to feel this way or have sexual thoughts [on the brain]; all day everyday. I like sex too and I understand that us people sometimes get in our freakish moods, but it should never stay there for a long period of time. The sexual urges are supposed to come and go.

Dude: If I'm not mistaken, you said you like sex; right?

Lady: Yes I did!

Dude: But you're insulting me because I enjoy it

Lady: No I'm not and sex isn't the problem! It's just the way we look at it. You're obviously unstable and need to seek help immediately; if you allow sex to gain so much power over you to a point where... Number one: It starts to affect the relationship between you and the people you're close with! Number two: Can not hold a decent conversation with someone else without talking dirty and acting like a pig... Or worse, throwing [bitch fits]; if they refuse satisfy your sexual needs!!!! And number three: Too distracted to concentrate on what is important, when it's time to get serious.

Dude: So you're calling me crazy?

Lady: I'm calling you sick. ""[Freaks are creeps]!""

Dude: Wtf who says [freaks are creeps]?

Lady: starlight.sl1996 said it!

Dude: You mean, Carol Anne?

Lady: Yes but not the Carol Anne from [Poltergeist].",slang_to_standard,urban_dictionary_mega,0.0,17,1383,3,246
marqavion,"Smart, funny, kind man handsome",slang_to_standard,urban_dictionary_mega,0.0,9,31,1,5
marqavion,[Marqavion] is a very [sweet] [young man],slang_to_standard,urban_dictionary_mega,0.0,9,41,1,7
hoop-la!,"playing your local hispanic radio station at MAX volume w/ windows down, while driver and passenger act like idiots, 3rd or is not required, but highly recomended for maximum fun and pleasure! one person MUST have a and play with",slang_to_standard,urban_dictionary_mega,0.0,8,229,1,40
autogynephilia,The name for a discredited theory that transgender women are merely sexual perverts,slang_to_standard,urban_dictionary_mega,0.0,14,83,1,13
autogynephilia,"""All [trans women] have autogynephilia. They're all [disgusting] and should not be [allowed] near children.""",slang_to_standard,urban_dictionary_mega,0.0,14,108,1,15
mufunga,A fun and individual,slang_to_standard,urban_dictionary_mega,0.0,7,20,1,4
Allie,"[Chav] - ""Isn't she [peng]?""
Another [chav] - ""[allie]""",slang_to_standard,urban_dictionary_mega,0.0,5,56,1,9
Doughnut,"A term used to describe thought patterns in which a person enters a thought , as though their thoughts were a",slang_to_standard,urban_dictionary_mega,0.0,8,109,1,21
Doughnut,[Cory] was drunk and his brain [began] to [doughnut],slang_to_standard,urban_dictionary_mega,0.0,8,52,1,9
gayau,-chinglish (informal language in which people combine and english: used by lots of hong kong teenagers while texting cuz we are too lazy to type in ) for cantonese word 加油 -similar meaning to or fighting or you can do it!,slang_to_standard,urban_dictionary_mega,0.0,5,221,1,41
lube disguise,you bring to the checkout so you aren't just buying a bottle of,slang_to_standard,urban_dictionary_mega,0.0,13,63,2,13
lube disguise,"[I ran] out of lube but didn't need anything else, so I [grabbed] some [toothpaste] as lube disguise.",slang_to_standard,urban_dictionary_mega,0.0,13,101,2,18
.makisupremacy._,"they're a and theyre so hot and make good videos their most used tag is # 🤭 they like piss and hate cats because they the shit out of them 😟 they're also 5,5 (very short)",slang_to_standard,urban_dictionary_mega,0.0,16,170,1,36
.makisupremacy._,.makisupremacy._ is [sexy] and [hot],slang_to_standard,urban_dictionary_mega,0.0,16,36,1,5
Ricky Lewis,"To , with considerable ease and",slang_to_standard,urban_dictionary_mega,0.0,11,31,2,6
Ricky Lewis,"""You come [one step closer] and I'll Ricky Lewis [your ass]!""

""Ok, Ok I'll [back off]!""",slang_to_standard,urban_dictionary_mega,0.0,11,90,2,16
grax,"Word used to mean gossip in slang in India, primarily by the 2000+ strong network of the XLRI",slang_to_standard,urban_dictionary_mega,0.0,4,93,1,18
grax,"1. What's the grax on this [babe] and that dude?
2. Start [studying] and don't [waste] all your time graxing!",slang_to_standard,urban_dictionary_mega,0.0,4,110,1,20
Homework,"Hellish, Ominous Mound of Extremely and Redundant",slang_to_standard,urban_dictionary_mega,0.0,8,49,1,7
Ham,"Cute, or animal",slang_to_standard,urban_dictionary_mega,0.0,3,15,1,3
Ham,"""Oh my, what a [ham] you are, [little man]!"" -to a baby

""Who is a good little ham? You are!"" - to [a puppy]",slang_to_standard,urban_dictionary_mega,0.0,3,108,1,24
King's Quest,"A game series marketed initially by Sierra On-Line and is now owned by Universal, originally made during the 1980s and early 1990s that was really cool until the fifth installment, when it just became damn near impossible to solve without a strategy guide",slang_to_standard,urban_dictionary_mega,0.0,12,255,2,43
guFF,An unusually having,slang_to_standard,urban_dictionary_mega,0.0,4,19,1,3
Play Station 6,"The [FBI] is after me, im not [supposed to] have this Play Station 6 but [i do]",slang_to_standard,urban_dictionary_mega,0.0,14,79,3,17
Conzize,A who has contributed to 500k visits,slang_to_standard,urban_dictionary_mega,0.0,7,36,1,7
Asmhan,Crazy threatens people but has a lot of money you could use her for with makes rude jokes about people like “her bbl is backwards” caring friend but it would be a problem if Asmhan gets on,slang_to_standard,urban_dictionary_mega,0.0,6,188,1,37
Asmhan,Asmhan [is crazy],slang_to_standard,urban_dictionary_mega,0.0,6,17,1,3
Wankoverable,Something or someone that one would happily his (or her) horn to for sexual pleasure or pain,slang_to_standard,urban_dictionary_mega,0.0,12,92,1,17
Wankoverable,"1) That picture of your little sister is [wankoverable]

2) That [tablecloth] is so wankoverable, I mean it will conveniently [catch all] my semen and I don't have to clean up afterwards. By the way, thanks for inviting me over for dinner",slang_to_standard,urban_dictionary_mega,0.0,12,238,1,42
Formica,Singer Running Around In A Scottish And A Blonde,slang_to_standard,urban_dictionary_mega,0.0,7,48,1,9
Formica,"[chrissy]: was that [formica] i just saw in that [kilt] i made for him?

Monica: yeah you know how that italian is, btw how was ur vocal lesson with him this week?",slang_to_standard,urban_dictionary_mega,0.0,7,165,1,32
shootin,to or at someone with,slang_to_standard,urban_dictionary_mega,0.0,7,21,1,5
shootin,[dat nigga] shootin he gonna [make fun of] me watch imma start shootin on his [momma].,slang_to_standard,urban_dictionary_mega,0.0,7,86,1,16
woot to the head,"from the map , an audio file stated 'Boot To The Head' and members thought it was saying 'Woot To The Head'",slang_to_standard,urban_dictionary_mega,0.0,16,107,4,22
Bailey,A girl who has HUGE ! Every boy is in love with her and she has many,slang_to_standard,urban_dictionary_mega,0.0,6,68,1,17
Pulling a Trump,to your no matter how you are,slang_to_standard,urban_dictionary_mega,0.0,15,29,3,7
Pulling a Trump,"Gary: ""There are 8 days [in a week]."" Frank: ""No Gary there are 7: monday, tuesday, [wednesday, thursday, friday], saturday, and sunday. That is 7."" Gary: ""Nah man, sunday counts twice."" Frank: ""Quit [pulling a trump] and admit you're wrong""",slang_to_standard,urban_dictionary_mega,0.0,15,241,3,40
mingetits,a general exclamation apt for a variety of situations,slang_to_standard,urban_dictionary_mega,0.0,9,53,1,9
mingetits,"1) holy fuckin' mingetits my dicks got bigger.
2) holy mingetits this [rollercoaster] is [gully].
3) holy fuckin' mingetits
4) I'm as bored as a mingetit. 
5) [that'll] be 5 mingetits please.
6) mum my old mingetit!
7) you mingetit you dropped the house.",slang_to_standard,urban_dictionary_mega,0.0,9,260,1,44
Waddiez,for 'What's up',slang_to_standard,urban_dictionary_mega,0.0,7,15,1,3
dushyanth,Name or ( no variations) means Name of a King; Peace; Destroyer of Evil; Raja Father of Prince,slang_to_standard,urban_dictionary_mega,0.0,9,94,1,18
dushyanth,"Person with name [Dushyanth] are with a wider fame. They will be one of their kinds. These people have a love for experiencing new things. They can take part in [expedition] of invention. In their marital life they can never be happy. While reaching the midpoint of their lives, they may realize that it is impossible to live with their spouses. It is advisable to them that they should stop [compromising] and leave their partners",slang_to_standard,urban_dictionary_mega,0.0,9,431,1,75
n00b,"Something as , except about the term don't want to learn, they ask for trouble and will be the first one to laugh at someone who",slang_to_standard,urban_dictionary_mega,0.0,4,128,1,26
Francy,It can mean a number of things: 1,slang_to_standard,urban_dictionary_mega,0.0,6,33,1,8
BoysGirls,"In Boys Definition - Girls Only Want their Money - Boys Wouldnt Even Talk to Girl If they dont Have Vagina - Size Does Matter For Girls , yeah The Size Of ur Wallet - After Boys Got What They Want aka Cum",slang_to_standard,urban_dictionary_mega,0.0,9,204,1,43
